id,predicted_price
2591820310,376196.53
7974200820,896632.75
7701450110,1077131.0
9522300010,1638925.8
9510861140,698107.6
1761300310,246294.33
7732410120,768643.2
7010701383,627735.3
291310170,405388.0
4232901990,567916.3
6840701125,606180.5
3971700580,394698.3
4202400078,237879.17
6064800090,320225.72
2626119028,204800.48
3303980660,1062301.1
862000020,789931.2
2386000070,889393.8
1138000450,377653.44
1775800420,457674.0
2291401425,418612.8
2025770560,820488.0
3525069037,680537.25
9324800450,547640.94
8080400136,540494.25
8651540040,527019.4
9407001790,243332.75
1773101530,172900.48
9432900250,332319.38
1794500695,618246.6
2220069003,356622.97
923000120,466204.8
5728000060,544180.4
16000200,235164.52
1926059094,436049.66
6672900220,964487.44
3629860060,839200.7
1822069109,411905.5
6675500105,375151.44
249000180,1948395.4
226059065,488586.4
396100110,256158.88
9264450460,332818.9
7853361210,382250.2
9474700020,282501.88
421000455,237560.88
3755200220,431051.3
7960100075,459364.06
9477100490,389065.2
9138100350,769645.1
1624049275,437309.4
2770606890,514476.72
1157200189,385561.0
2770601800,544678.3
9301300805,546932.7
2325069032,1093582.1
1021079099,352511.88
7215730040,750244.2
1853200080,426666.53
3224600340,682495.5
3222049120,428200.44
2113700025,287520.72
7893207925,218737.94
3586501085,595442.56
8024200010,399849.0
7116500705,174177.81
1598600209,318767.44
7204200025,740003.75
4206901505,581523.8
2937300440,899019.94
7205000180,331343.44
8718500665,377581.06
5318101765,895247.75
4122700020,973388.8
8078700020,516810.6
3303980680,928781.25
8924100372,1212392.6
2781270210,214950.72
519000043,521424.12
3225069301,1305297.9
151000075,772853.5
2297400020,446198.34
6617500085,637197.0
104510180,239289.4
3528900060,1040610.44
3345100286,554646.75
1226039130,439408.44
8712100720,824281.56
3037200010,372253.66
3626039268,414374.72
104510230,245536.11
5112800060,408959.7
6072400280,644512.0
5317100570,1200460.5
9528102993,508394.62
2919201095,489443.6
6181400920,249569.08
185000161,239305.84
8691400010,758488.6
3345700165,582044.25
6151800486,220613.8
4340000080,1289967.6
4136960010,539889.44
3634100030,320940.8
1624059224,1071296.8
2788400090,254363.05
9828200762,449066.66
7524400250,561712.7
3528000290,748670.3
5700003630,2169396.8
2720069019,300850.84
7227501170,214215.44
2397101270,617772.75
6792100090,746584.1
2770602265,542894.4
3971700937,302508.03
422049203,223683.58
3076500830,309338.53
1423400260,276015.88
9161100795,460714.03
3126049052,491058.0
5100401468,400544.0
514500235,456020.56
1423200170,185967.8
1402100070,421027.03
624110020,721679.6
2407000145,211705.39
1890000225,821840.44
1320069271,343613.06
5490700085,365731.0
263000155,450443.5
3726800201,400774.38
5153200358,316512.16
2725079018,803768.5
7165700200,247521.6
9429000170,591672.06
8718500075,382709.06
1760650950,311925.6
1068000559,1137167.2
4113800500,669941.1
4077800507,528792.5
2725069150,718174.6
4008400035,599601.25
7016310270,425984.3
1432701230,212657.27
3278606050,334480.2
2473350710,378567.9
2185000685,164530.23
7792000025,351587.25
6868200029,491335.3
624069003,785268.25
7431500280,872489.2
3296000040,585493.7
1118001215,1651137.5
6453900040,731750.9
333100209,752937.1
34001765,602007.75
8946700100,382597.38
5561401210,571762.75
6671900095,374829.94
3275850020,697018.6
3876300600,397826.6
1450900020,270332.06
8562780280,313598.62
7663700973,328760.8
2126049032,365994.44
1823059159,176388.86
3438503426,282726.66
9297301495,499958.3
7140700850,370880.2
7942601805,671882.4
2555900030,355684.84
2887970040,261973.56
7419700010,640036.94
2239000011,364433.75
9283800050,326661.84
9407001340,265596.06
217500140,518959.03
7212660520,245275.16
3298201170,350953.75
3057000400,289849.84
6865200444,486874.25
6071600340,514501.25
6821600005,698899.0
1235100371,789227.1
7796450340,347018.53
3603000410,154449.36
9297300255,500649.22
9126100850,520151.66
2770601462,496745.06
2599001500,221995.14
1102000095,736766.0
1853080640,941562.1
9551201585,1004409.1
3438500796,330166.22
7518504291,500652.56
9269200340,428077.97
715010130,1544376.8
1982201485,587962.44
9526500080,391360.53
9277200180,466379.56
6669150280,286974.2
8917100153,613496.2
3760500516,1032787.1
2725069050,889620.3
3332000091,343533.78
8562770080,602431.6
8151601190,264251.7
8563040160,610255.3
240000269,592481.2
4307350200,310167.44
1311910300,265720.2
3574900030,514046.6
7853230570,421070.0
320069049,363140.0
9839301060,673647.4
7011201333,656886.1
2781320100,265341.38
3421069120,437526.34
7852030320,454286.03
5316101075,2455828.0
5309100750,546916.5
629000730,720340.8
511700170,298922.7
1562100030,540499.9
2489200230,570107.0
524069116,492692.3
5315100737,1094788.5
1868900675,858106.9
1608000120,344691.56
705700240,355927.78
7575600610,274160.06
1778500015,738477.5
5423500240,192510.02
6713700025,346006.66
2734100734,278376.3
301402280,201936.11
2113700205,274151.44
4114601570,3174782.0
3332000615,326959.8
3630050180,357299.06
6852700520,522813.34
6870310010,675470.5
6163900981,312370.34
393000142,386189.2
1771100130,331492.94
1442860160,398111.25
9191200435,598938.3
6788200800,986125.0
1115300070,711092.9
3176600105,723453.3
2770604665,582635.1
5469500580,401377.6
5680000545,468634.25
3424089119,527571.0
1328300180,333390.4
1773100922,344740.56
4123830480,333262.62
9808610190,938392.4
4250200140,277648.5
4217402115,4111025.0
3831250350,364693.8
2397101055,849570.0
6817850110,815924.75
7526800200,624984.5
7853370100,637086.44
2523089025,960114.5
9476200680,254614.0
5714200140,406711.22
3575304895,570480.06
263000018,415303.62
8080400177,508866.1
6450304130,314652.8
514500090,572735.25
9477000300,429328.2
853600310,1453028.5
1951600240,203015.12
1099900120,322764.7
5323100120,547192.0
1223089016,449790.56
522059172,257933.17
1930300190,702734.7
9542840410,310099.7
8665050530,496764.5
5592900205,363375.6
5450300010,677633.9
2459960030,343003.12
3331500455,533542.5
3432500705,419170.1
3702900165,313793.06
5249803550,583320.1
626049058,436394.94
1788900380,172438.25
8075400360,220811.66
9113200250,722238.6
2738640040,654134.25
7821200307,488092.28
3530440140,236981.6
3582700130,440556.06
9276200569,722300.0
7197800020,590940.1
686200490,527704.9
3501600100,393157.28
6383000690,607369.06
7604400150,356148.84
5249801411,653761.3
2607720420,454463.7
9561100010,401332.03
1796370590,250953.34
4077800593,363871.47
854000165,264771.1
5536100010,756600.1
4188000670,794762.0
31000165,1276194.4
662350050,909181.1
4137000280,267543.38
6169901130,1122802.5
1953400510,254921.34
7518506716,1037674.1
1552520010,364324.25
7955080270,316392.34
9212900100,528933.75
3438500798,326145.75
7899800890,232097.6
4319200605,460141.44
1329300480,372562.62
8935100100,723805.25
5016001260,385783.88
4337600280,309612.12
1446401220,181286.34
7135521530,660566.2
6888900115,196017.38
2413301070,287818.38
345700040,270929.56
5566100145,500468.75
7634800070,385714.0
9346910500,626653.25
3529300060,302519.84
8128600060,1144249.2
8572900275,212702.9
4139420590,1451016.5
9274200322,618101.56
1472700200,590273.75
8820903380,527098.25
8563010130,884681.06
8965450110,831464.6
9274204230,503555.3
8165501700,347145.62
2193340260,533603.56
1860600290,926388.4
1222000055,209152.16
2492200280,427716.0
2488200455,377977.38
809001520,1065400.6
